Cluster,Rank,COG,Description,log2_fold_enrichment,Prevalence_in_cluster,Prevalence_in_other_clusters,Mean_per_1000_genes_in_cluster,Mean_per_1000_genes_in_other_clusters
1,5,COG2969,Stringent starvation protein B,8.25436517198797,0.7843137254901938,0.0,0.30435955351475047,0.0
1,6,COG2917,probably involved in intracellular septation,8.230314520044393,0.7720588235294096,0.0,0.29931121031846786,0.0
1,7,COG2863,Cytochrome c,8.221685677517597,0.5049019607843125,0.00216076058772688,0.5879200329856357,0.0009727966595754891
1,8,COG2924,"Could be a mediator in iron transactions between iron acquisition and iron-requiring processes, such as synthesis and or repair of Fe-S clusters in biosynthetic enzymes",8.15511013246214,0.7499999999999979,0.0,0.28405769417183896,0.0
1,9,COG2901,Activates ribosomal RNA transcription. Plays a direct role in upstream activation of rRNA promoters,8.137641198127392,0.7328431372548999,0.0,0.2806268739778628,0.0
1,10,COG3017,Plays a critical role in the incorporation of lipoproteins in the outer membrane after they are released by the LolA protein,8.073628018980454,0.7058823529411745,0.0,0.26840410414354976,0.0
1,11,COG4160,Part of the histidine permease ABC transporter. Also part of a lysine arginine ornithine transporter. Probably responsible for the translocation of the substrate across the membrane. Required to relay the ATPase-inducing signal from the solute-binding protein to HisP (By similarity),7.905868784467837,0.4877450980392145,0.0,0.2388300764599001,0.0
1,12,COG1965,Belongs to the frataxin family,7.905449948811665,0.629901960784312,0.0,0.23876046035598433,0.0
1,13,COG2995,paraquat-inducible protein A,7.897247401743505,0.5784313725490181,0.000432152117545376,0.2996413423241006,0.00026107335810778606
1,14,COG3312,ATP synthase,7.873093555572294,0.6446078431372532,0.0,0.23344302634017391,0.0
1,15,COG3107,Regulator of peptidoglycan synthesis that is essential for the function of penicillin-binding protein 1A (PBP1a),7.767938565461841,0.7009803921568608,0.000432152117545376,0.2727336361603601,0.000255872797885121
1,16,COG2938,Flavinator of succinate dehydrogenase,7.7387859128165015,0.64705882352941,0.0,0.2126026762837346,0.0
